,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,category
14752,Indonesia,Maize,2001,28446,2702,1597,26.81,Low
14753,Indonesia,Maize,2001,28446,2702,1597,27.52,Low
14754,Indonesia,Maize,2002,30655,2702,1597,25.64,Low
14755,Indonesia,Maize,2002,30655,2702,1597,27.4,Low
14756,Indonesia,Maize,2002,30655,2702,1597,27.5,Low
14757,Indonesia,Maize,2002,30655,2702,1597,27.49,Low
14758,Indonesia,Maize,2002,30655,2702,1597,27.01,Low
14759,Indonesia,Maize,2002,30655,2702,1597,27.71,Low
14760,Indonesia,Maize,2004,33439,2702,1597,25.67,Low
14761,Indonesia,Maize,2004,33439,2702,1597,27.42,Low
14762,Indonesia,Maize,2004,33439,2702,1597,27.32,Low
14763,Indonesia,Maize,2004,33439,2702,1597,27.57,Low
14764,Indonesia,Maize,2004,33439,2702,1597,26.97,Low
14765,Indonesia,Maize,2004,33439,2702,1597,27.69,Low
14766,Indonesia,Maize,2005,34539,2702,1597,25.59,Low
14767,Indonesia,Maize,2005,34539,2702,1597,27.22,Low
14768,Indonesia,Maize,2005,34539,2702,1597,27.48,Low
14769,Indonesia,Maize,2005,34539,2702,1597,27.44,Low
14770,Indonesia,Maize,2005,34539,2702,1597,27.11,Low
14771,Indonesia,Maize,2005,34539,2702,1597,27.77,Low
14772,Indonesia,Maize,2006,34699,2702,1597,25.66,Low
14773,Indonesia,Maize,2006,34699,2702,1597,27.39,Low
14774,Indonesia,Maize,2006,34699,2702,1597,27.21,Low
14775,Indonesia,Maize,2006,34699,2702,1597,27.55,Low
14776,Indonesia,Maize,2006,34699,2702,1597,26.98,Low
14777,Indonesia,Maize,2006,34699,2702,1597,27.55,Low
14778,Indonesia,Maize,2007,36601,2702,1597,25.5,Low
14779,Indonesia,Maize,2007,36601,2702,1597,27.21,Low
14780,Indonesia,Maize,2007,36601,2702,1597,27.14,Low
14781,Indonesia,Maize,2007,36601,2702,1597,27.29,Low
14782,Indonesia,Maize,2007,36601,2702,1597,26.88,Low
14783,Indonesia,Maize,2007,36601,2702,1597,27.49,Low
14784,Indonesia,Maize,2008,40776,2702,1597,25.32,Low
14785,Indonesia,Maize,2008,40776,2702,1597,26.97,Low
14786,Indonesia,Maize,2008,40776,2702,1597,27.03,Low
14787,Indonesia,Maize,2008,40776,2702,1597,27.18,Low
14788,Indonesia,Maize,2008,40776,2702,1597,26.65,Low
14789,Indonesia,Maize,2008,40776,2702,1597,27.34,Low
14790,Indonesia,Maize,2009,42372,2702,1597,25.54,Low
14791,Indonesia,Maize,2009,42372,2702,1597,27.31,Low
14792,Indonesia,Maize,2009,42372,2702,1597,27.3,Low
14793,Indonesia,Maize,2009,42372,2702,1597,27.63,Low
14794,Indonesia,Maize,2009,42372,2702,1597,26.98,Low
14795,Indonesia,Maize,2009,42372,2702,1597,27.69,Low
14796,Indonesia,Maize,2010,44359,2702,1597,25.57,Low
14797,Indonesia,Maize,2010,44359,2702,1597,27.25,Low
14798,Indonesia,Maize,2010,44359,2702,1597,27.69,Low
14799,Indonesia,Maize,2010,44359,2702,1597,27.46,Low
14800,Indonesia,Maize,2010,44359,2702,1597,26.94,Low
14801,Indonesia,Maize,2010,44359,2702,1597,27.55,Low
14802,Indonesia,Maize,2011,45652,2702,1597,25.38,Low
14803,Indonesia,Maize,2011,45652,2702,1597,27.24,Low
14804,Indonesia,Maize,2011,45652,2702,1597,27.19,Low
14805,Indonesia,Maize,2011,45652,2702,1597,27.39,Low
14806,Indonesia,Maize,2011,45652,2702,1597,26.63,Low
14807,Indonesia,Maize,2011,45652,2702,1597,27.19,Low
14808,Indonesia,Maize,2012,48987,2702,1597,25.59,Low
14809,Indonesia,Maize,2012,48987,2702,1597,27.36,Low
14810,Indonesia,Maize,2012,48987,2702,1597,27.37,Low
14811,Indonesia,Maize,2012,48987,2702,1597,27.49,Low
14812,Indonesia,Maize,2012,48987,2702,1597,26.87,Low
14813,Indonesia,Maize,2012,48987,2702,1597,27.48,Low
14814,Indonesia,Maize,2013,48441,2702,1597,25.48,Low
14815,Indonesia,Maize,2013,48441,2702,1597,27.37,Low
14816,Indonesia,Maize,2013,48441,2702,1597,27.88,Low
14817,Indonesia,Maize,2013,48441,2702,1597,27.34,Low
14818,Indonesia,Maize,2013,48441,2702,1597,26.72,Low
14819,Indonesia,Maize,2013,48441,2702,1597,27.3,Low
14820,Indonesia,Potatoes,1990,141637,2702,2432,25.37,Low
14821,Indonesia,Potatoes,1990,141637,2702,2432,27.05,Low
14822,Indonesia,Potatoes,1990,141637,2702,2432,27.11,Low
14823,Indonesia,Potatoes,1990,141637,2702,2432,27.18,Low
14824,Indonesia,Potatoes,1990,141637,2702,2432,26.79,Low
14825,Indonesia,Potatoes,1990,141637,2702,2432,27.47,Low
14826,Indonesia,Potatoes,1991,132721,2702,3259,25.27,Low
14827,Indonesia,Potatoes,1991,132721,2702,3259,27.04,Low
14828,Indonesia,Potatoes,1991,132721,2702,3259,26.92,Low
14829,Indonesia,Potatoes,1991,132721,2702,3259,27.05,Low
14830,Indonesia,Potatoes,1991,132721,2702,3259,26.61,Low
14831,Indonesia,Potatoes,1991,132721,2702,3259,27.21,Low
14832,Indonesia,Potatoes,1992,143819,2702,825,25.17,Low
14833,Indonesia,Potatoes,1992,143819,2702,825,26.96,Low
14834,Indonesia,Potatoes,1992,143819,2702,825,27.01,Low
14835,Indonesia,Potatoes,1992,143819,2702,825,27.2,Low
14836,Indonesia,Potatoes,1992,143819,2702,825,26.72,Low
14837,Indonesia,Potatoes,1992,143819,2702,825,27.4,Low
14838,Indonesia,Potatoes,1993,158338,2702,1597,25.46,Low
14839,Indonesia,Potatoes,1993,158338,2702,1597,27.04,Low
14840,Indonesia,Potatoes,1993,158338,2702,1597,26.9,Low
14841,Indonesia,Potatoes,1993,158338,2702,1597,27.21,Low
14842,Indonesia,Potatoes,1993,158338,2702,1597,26.88,Low
14843,Indonesia,Potatoes,1993,158338,2702,1597,27.51,Low
14844,Indonesia,Potatoes,1994,156474,2702,1597,25.21,Low
14845,Indonesia,Potatoes,1994,156474,2702,1597,27.12,Low
14846,Indonesia,Potatoes,1994,156474,2702,1597,26.97,Low
14847,Indonesia,Potatoes,1994,156474,2702,1597,27.34,Low
14848,Indonesia,Potatoes,1994,156474,2702,1597,26.56,Low
14849,Indonesia,Potatoes,1994,156474,2702,1597,27.18,Low
14850,Indonesia,Potatoes,1995,165939,2702,1597,25.46,Low
14851,Indonesia,Potatoes,1995,165939,2702,1597,27.15,Low
14852,Indonesia,Potatoes,1995,165939,2702,1597,27.08,Low
14853,Indonesia,Potatoes,1995,165939,2702,1597,27.28,Low
14854,Indonesia,Potatoes,1995,165939,2702,1597,26.74,Low
14855,Indonesia,Potatoes,1995,165939,2702,1597,27.32,Low
14856,Indonesia,Potatoes,1996,158631,2702,1597,25.41,Low
14857,Indonesia,Potatoes,1996,158631,2702,1597,27.07,Low
14858,Indonesia,Potatoes,1996,158631,2702,1597,27,Low
14859,Indonesia,Potatoes,1996,158631,2702,1597,27.2,Low
14860,Indonesia,Potatoes,1996,158631,2702,1597,26.83,Low
14861,Indonesia,Potatoes,1996,158631,2702,1597,27.53,Low
14862,Indonesia,Potatoes,1997,162061,2702,1597,25.52,Low
14863,Indonesia,Potatoes,1997,162061,2702,1597,27.37,Low
14864,Indonesia,Potatoes,1997,162061,2702,1597,27.26,Low
14865,Indonesia,Potatoes,1997,162061,2702,1597,27.62,Low
14866,Indonesia,Potatoes,1997,162061,2702,1597,26.83,Low
14867,Indonesia,Potatoes,1997,162061,2702,1597,27.46,Low
14868,Indonesia,Potatoes,1998,153432,2702,1597,25.81,Low
14869,Indonesia,Potatoes,1998,153432,2702,1597,27.58,Low
14870,Indonesia,Potatoes,1998,153432,2702,1597,27.72,Low
14871,Indonesia,Potatoes,1998,153432,2702,1597,27.77,Low
14872,Indonesia,Potatoes,1998,153432,2702,1597,27.28,Low
14873,Indonesia,Potatoes,1998,153432,2702,1597,27.9,Low
14874,Indonesia,Potatoes,1999,147199,2702,1597,25.26,Low
14875,Indonesia,Potatoes,1999,147199,2702,1597,27.01,Low
14876,Indonesia,Potatoes,1999,147199,2702,1597,26.82,Low
14877,Indonesia,Potatoes,1999,147199,2702,1597,27.17,Low
14878,Indonesia,Potatoes,1999,147199,2702,1597,26.62,Low
14879,Indonesia,Potatoes,1999,147199,2702,1597,27.32,Low
14880,Indonesia,Potatoes,2000,133759,2702,1597,25.46,Low
14881,Indonesia,Potatoes,2000,133759,2702,1597,27.2,Low
14882,Indonesia,Potatoes,2000,133759,2702,1597,27.1,Low
14883,Indonesia,Potatoes,2000,133759,2702,1597,27.23,Low
14884,Indonesia,Potatoes,2000,133759,2702,1597,26.77,Low
14885,Indonesia,Potatoes,2000,133759,2702,1597,27.44,Low
14886,Indonesia,Potatoes,2001,148495,2702,1597,25.43,Low
14887,Indonesia,Potatoes,2001,148495,2702,1597,27.13,Low
14888,Indonesia,Potatoes,2001,148495,2702,1597,27.26,Low
14889,Indonesia,Potatoes,2001,148495,2702,1597,27.32,Low
14890,Indonesia,Potatoes,2001,148495,2702,1597,26.81,Low
14891,Indonesia,Potatoes,2001,148495,2702,1597,27.52,Low
14892,Indonesia,Potatoes,2002,155903,2702,1597,25.64,Low
14893,Indonesia,Potatoes,2002,155903,2702,1597,27.4,Low
14894,Indonesia,Potatoes,2002,155903,2702,1597,27.5,Low
14895,Indonesia,Potatoes,2002,155903,2702,1597,27.49,Low
14896,Indonesia,Potatoes,2002,155903,2702,1597,27.01,Low
14897,Indonesia,Potatoes,2002,155903,2702,1597,27.71,Low
14898,Indonesia,Potatoes,2004,163870,2702,1597,25.67,Low
14899,Indonesia,Potatoes,2004,163870,2702,1597,27.42,Low
14900,Indonesia,Potatoes,2004,163870,2702,1597,27.32,Low
14901,Indonesia,Potatoes,2004,163870,2702,1597,27.57,Low
14902,Indonesia,Potatoes,2004,163870,2702,1597,26.97,Low
14903,Indonesia,Potatoes,2004,163870,2702,1597,27.69,Low
14904,Indonesia,Potatoes,2005,164014,2702,1597,25.59,Low
14905,Indonesia,Potatoes,2005,164014,2702,1597,27.22,Low
14906,Indonesia,Potatoes,2005,164014,2702,1597,27.48,Low
14907,Indonesia,Potatoes,2005,164014,2702,1597,27.44,Low
14908,Indonesia,Potatoes,2005,164014,2702,1597,27.11,Low
14909,Indonesia,Potatoes,2005,164014,2702,1597,27.77,Low
14910,Indonesia,Potatoes,2006,169363,2702,1597,25.66,Medium
14911,Indonesia,Potatoes,2006,169363,2702,1597,27.39,Medium
14912,Indonesia,Potatoes,2006,169363,2702,1597,27.21,Medium
14913,Indonesia,Potatoes,2006,169363,2702,1597,27.55,Medium
14914,Indonesia,Potatoes,2006,169363,2702,1597,26.98,Medium
14915,Indonesia,Potatoes,2006,169363,2702,1597,27.55,Medium
14916,Indonesia,Potatoes,2007,160919,2702,1597,25.5,Low
14917,Indonesia,Potatoes,2007,160919,2702,1597,27.21,Low
14918,Indonesia,Potatoes,2007,160919,2702,1597,27.14,Low
14919,Indonesia,Potatoes,2007,160919,2702,1597,27.29,Low
14920,Indonesia,Potatoes,2007,160919,2702,1597,26.88,Low
14921,Indonesia,Potatoes,2007,160919,2702,1597,27.49,Low
14922,Indonesia,Potatoes,2008,166719,2702,1597,25.32,Low
14923,Indonesia,Potatoes,2008,166719,2702,1597,26.97,Low
14924,Indonesia,Potatoes,2008,166719,2702,1597,27.03,Low
14925,Indonesia,Potatoes,2008,166719,2702,1597,27.18,Low
14926,Indonesia,Potatoes,2008,166719,2702,1597,26.65,Low
14927,Indonesia,Potatoes,2008,166719,2702,1597,27.34,Low
14928,Indonesia,Potatoes,2009,165123,2702,1597,25.54,Low
14929,Indonesia,Potatoes,2009,165123,2702,1597,27.31,Low
14930,Indonesia,Potatoes,2009,165123,2702,1597,27.3,Low
14931,Indonesia,Potatoes,2009,165123,2702,1597,27.63,Low
14932,Indonesia,Potatoes,2009,165123,2702,1597,26.98,Low
14933,Indonesia,Potatoes,2009,165123,2702,1597,27.69,Low
14934,Indonesia,Potatoes,2010,159445,2702,1597,25.57,Low
14935,Indonesia,Potatoes,2010,159445,2702,1597,27.25,Low
14936,Indonesia,Potatoes,2010,159445,2702,1597,27.69,Low
14937,Indonesia,Potatoes,2010,159445,2702,1597,27.46,Low
14938,Indonesia,Potatoes,2010,159445,2702,1597,26.94,Low
14939,Indonesia,Potatoes,2010,159445,2702,1597,27.55,Low
14940,Indonesia,Potatoes,2011,159562,2702,1597,25.38,Low
14941,Indonesia,Potatoes,2011,159562,2702,1597,27.24,Low
14942,Indonesia,Potatoes,2011,159562,2702,1597,27.19,Low
14943,Indonesia,Potatoes,2011,159562,2702,1597,27.39,Low
14944,Indonesia,Potatoes,2011,159562,2702,1597,26.63,Low
14945,Indonesia,Potatoes,2011,159562,2702,1597,27.19,Low
14946,Indonesia,Potatoes,2012,165820,2702,1597,25.59,Low
14947,Indonesia,Potatoes,2012,165820,2702,1597,27.36,Low
14948,Indonesia,Potatoes,2012,165820,2702,1597,27.37,Low
14949,Indonesia,Potatoes,2012,165820,2702,1597,27.49,Low
14950,Indonesia,Potatoes,2012,165820,2702,1597,26.87,Low
14951,Indonesia,Potatoes,2012,165820,2702,1597,27.48,Low
14952,Indonesia,Potatoes,2013,160184,2702,1597,25.48,Low
14953,Indonesia,Potatoes,2013,160184,2702,1597,27.37,Low
14954,Indonesia,Potatoes,2013,160184,2702,1597,27.88,Low
14955,Indonesia,Potatoes,2013,160184,2702,1597,27.34,Low
14956,Indonesia,Potatoes,2013,160184,2702,1597,26.72,Low
14957,Indonesia,Potatoes,2013,160184,2702,1597,27.3,Low
14958,Indonesia,"Rice, paddy",1990,43018,2702,2432,25.37,Low
14959,Indonesia,"Rice, paddy",1990,43018,2702,2432,27.05,Low
14960,Indonesia,"Rice, paddy",1990,43018,2702,2432,27.11,Low
14961,Indonesia,"Rice, paddy",1990,43018,2702,2432,27.18,Low
14962,Indonesia,"Rice, paddy",1990,43018,2702,2432,26.79,Low
14963,Indonesia,"Rice, paddy",1990,43018,2702,2432,27.47,Low
14964,Indonesia,"Rice, paddy",1991,43465,2702,3259,25.27,Low
14965,Indonesia,"Rice, paddy",1991,43465,2702,3259,27.04,Low
14966,Indonesia,"Rice, paddy",1991,43465,2702,3259,26.92,Low
14967,Indonesia,"Rice, paddy",1991,43465,2702,3259,27.05,Low
14968,Indonesia,"Rice, paddy",1991,43465,2702,3259,26.61,Low
14969,Indonesia,"Rice, paddy",1991,43465,2702,3259,27.21,Low
14970,Indonesia,"Rice, paddy",1992,43446,2702,825,25.17,Low
14971,Indonesia,"Rice, paddy",1992,43446,2702,825,26.96,Low
14972,Indonesia,"Rice, paddy",1992,43446,2702,825,27.01,Low
14973,Indonesia,"Rice, paddy",1992,43446,2702,825,27.2,Low
14974,Indonesia,"Rice, paddy",1992,43446,2702,825,26.72,Low
14975,Indonesia,"Rice, paddy",1992,43446,2702,825,27.4,Low
14976,Indonesia,"Rice, paddy",1993,43750,2702,1597,25.46,Low
14977,Indonesia,"Rice, paddy",1993,43750,2702,1597,27.04,Low
14978,Indonesia,"Rice, paddy",1993,43750,2702,1597,26.9,Low
14979,Indonesia,"Rice, paddy",1993,43750,2702,1597,27.21,Low
14980,Indonesia,"Rice, paddy",1993,43750,2702,1597,26.88,Low
14981,Indonesia,"Rice, paddy",1993,43750,2702,1597,27.51,Low
14982,Indonesia,"Rice, paddy",1994,43453,2702,1597,25.21,Low
14983,Indonesia,"Rice, paddy",1994,43453,2702,1597,27.12,Low
14984,Indonesia,"Rice, paddy",1994,43453,2702,1597,26.97,Low
14985,Indonesia,"Rice, paddy",1994,43453,2702,1597,27.34,Low
14986,Indonesia,"Rice, paddy",1994,43453,2702,1597,26.56,Low
14987,Indonesia,"Rice, paddy",1994,43453,2702,1597,27.18,Low
14988,Indonesia,"Rice, paddy",1995,43487,2702,1597,25.46,Low
14989,Indonesia,"Rice, paddy",1995,43487,2702,1597,27.15,Low
14990,Indonesia,"Rice, paddy",1995,43487,2702,1597,27.08,Low
14991,Indonesia,"Rice, paddy",1995,43487,2702,1597,27.28,Low
14992,Indonesia,"Rice, paddy",1995,43487,2702,1597,26.74,Low
14993,Indonesia,"Rice, paddy",1995,43487,2702,1597,27.32,Low
14994,Indonesia,"Rice, paddy",1996,44168,2702,1597,25.41,Low
14995,Indonesia,"Rice, paddy",1996,44168,2702,1597,27.07,Low
14996,Indonesia,"Rice, paddy",1996,44168,2702,1597,27,Low
14997,Indonesia,"Rice, paddy",1996,44168,2702,1597,27.2,Low
14998,Indonesia,"Rice, paddy",1996,44168,2702,1597,26.83,Low
14999,Indonesia,"Rice, paddy",1996,44168,2702,1597,27.53,Low
15000,Indonesia,"Rice, paddy",1997,44322,2702,1597,25.52,Low
15001,Indonesia,"Rice, paddy",1997,44322,2702,1597,27.37,Low
15002,Indonesia,"Rice, paddy",1997,44322,2702,1597,27.26,Low
15003,Indonesia,"Rice, paddy",1997,44322,2702,1597,27.62,Low
15004,Indonesia,"Rice, paddy",1997,44322,2702,1597,26.83,Low
15005,Indonesia,"Rice, paddy",1997,44322,2702,1597,27.46,Low
15006,Indonesia,"Rice, paddy",1998,41974,2702,1597,25.81,Low
15007,Indonesia,"Rice, paddy",1998,41974,2702,1597,27.58,Low
15008,Indonesia,"Rice, paddy",1998,41974,2702,1597,27.72,Low
15009,Indonesia,"Rice, paddy",1998,41974,2702,1597,27.77,Low
15010,Indonesia,"Rice, paddy",1998,41974,2702,1597,27.28,Low
15011,Indonesia,"Rice, paddy",1998,41974,2702,1597,27.9,Low
15012,Indonesia,"Rice, paddy",1999,42519,2702,1597,25.26,Low
15013,Indonesia,"Rice, paddy",1999,42519,2702,1597,27.01,Low
15014,Indonesia,"Rice, paddy",1999,42519,2702,1597,26.82,Low
15015,Indonesia,"Rice, paddy",1999,42519,2702,1597,27.17,Low
15016,Indonesia,"Rice, paddy",1999,42519,2702,1597,26.62,Low
15017,Indonesia,"Rice, paddy",1999,42519,2702,1597,27.32,Low
15018,Indonesia,"Rice, paddy",2000,44007,2702,1597,25.46,Low
15019,Indonesia,"Rice, paddy",2000,44007,2702,1597,27.2,Low
15020,Indonesia,"Rice, paddy",2000,44007,2702,1597,27.1,Low
15021,Indonesia,"Rice, paddy",2000,44007,2702,1597,27.23,Low
15022,Indonesia,"Rice, paddy",2000,44007,2702,1597,26.77,Low
15023,Indonesia,"Rice, paddy",2000,44007,2702,1597,27.44,Low
15024,Indonesia,"Rice, paddy",2001,43879,2702,1597,25.43,Low
15025,Indonesia,"Rice, paddy",2001,43879,2702,1597,27.13,Low
15026,Indonesia,"Rice, paddy",2001,43879,2702,1597,27.26,Low
15027,Indonesia,"Rice, paddy",2001,43879,2702,1597,27.32,Low
15028,Indonesia,"Rice, paddy",2001,43879,2702,1597,26.81,Low
15029,Indonesia,"Rice, paddy",2001,43879,2702,1597,27.52,Low
15030,Indonesia,"Rice, paddy",2002,44691,2702,1597,25.64,Low
15031,Indonesia,"Rice, paddy",2002,44691,2702,1597,27.4,Low
15032,Indonesia,"Rice, paddy",2002,44691,2702,1597,27.5,Low
15033,Indonesia,"Rice, paddy",2002,44691,2702,1597,27.49,Low
15034,Indonesia,"Rice, paddy",2002,44691,2702,1597,27.01,Low
15035,Indonesia,"Rice, paddy",2002,44691,2702,1597,27.71,Low
15036,Indonesia,"Rice, paddy",2004,45365,2702,1597,25.67,Low
15037,Indonesia,"Rice, paddy",2004,45365,2702,1597,27.42,Low
15038,Indonesia,"Rice, paddy",2004,45365,2702,1597,27.32,Low
15039,Indonesia,"Rice, paddy",2004,45365,2702,1597,27.57,Low
15040,Indonesia,"Rice, paddy",2004,45365,2702,1597,26.97,Low
15041,Indonesia,"Rice, paddy",2004,45365,2702,1597,27.69,Low
15042,Indonesia,"Rice, paddy",2005,45739,2702,1597,25.59,Low
15043,Indonesia,"Rice, paddy",2005,45739,2702,1597,27.22,Low
15044,Indonesia,"Rice, paddy",2005,45739,2702,1597,27.48,Low
15045,Indonesia,"Rice, paddy",2005,45739,2702,1597,27.44,Low
15046,Indonesia,"Rice, paddy",2005,45739,2702,1597,27.11,Low
15047,Indonesia,"Rice, paddy",2005,45739,2702,1597,27.77,Low
15048,Indonesia,"Rice, paddy",2006,46201,2702,1597,25.66,Low
15049,Indonesia,"Rice, paddy",2006,46201,2702,1597,27.39,Low
15050,Indonesia,"Rice, paddy",2006,46201,2702,1597,27.21,Low
15051,Indonesia,"Rice, paddy",2006,46201,2702,1597,27.55,Low
15052,Indonesia,"Rice, paddy",2006,46201,2702,1597,26.98,Low
15053,Indonesia,"Rice, paddy",2006,46201,2702,1597,27.55,Low
15054,Indonesia,"Rice, paddy",2007,47052,2702,1597,25.5,Low
15055,Indonesia,"Rice, paddy",2007,47052,2702,1597,27.21,Low
15056,Indonesia,"Rice, paddy",2007,47052,2702,1597,27.14,Low
15057,Indonesia,"Rice, paddy",2007,47052,2702,1597,27.29,Low
15058,Indonesia,"Rice, paddy",2007,47052,2702,1597,26.88,Low
15059,Indonesia,"Rice, paddy",2007,47052,2702,1597,27.49,Low
15060,Indonesia,"Rice, paddy",2008,48948,2702,1597,25.32,Low
15061,Indonesia,"Rice, paddy",2008,48948,2702,1597,26.97,Low
15062,Indonesia,"Rice, paddy",2008,48948,2702,1597,27.03,Low
15063,Indonesia,"Rice, paddy",2008,48948,2702,1597,27.18,Low
15064,Indonesia,"Rice, paddy",2008,48948,2702,1597,26.65,Low
15065,Indonesia,"Rice, paddy",2008,48948,2702,1597,27.34,Low
15066,Indonesia,"Rice, paddy",2009,49985,2702,1597,25.54,Low
15067,Indonesia,"Rice, paddy",2009,49985,2702,1597,27.31,Low
15068,Indonesia,"Rice, paddy",2009,49985,2702,1597,27.3,Low
15069,Indonesia,"Rice, paddy",2009,49985,2702,1597,27.63,Low
15070,Indonesia,"Rice, paddy",2009,49985,2702,1597,26.98,Low
15071,Indonesia,"Rice, paddy",2009,49985,2702,1597,27.69,Low
15072,Indonesia,"Rice, paddy",2010,50153,2702,1597,25.57,Low
15073,Indonesia,"Rice, paddy",2010,50153,2702,1597,27.25,Low
15074,Indonesia,"Rice, paddy",2010,50153,2702,1597,27.69,Low
15075,Indonesia,"Rice, paddy",2010,50153,2702,1597,27.46,Low
15076,Indonesia,"Rice, paddy",2010,50153,2702,1597,26.94,Low
15077,Indonesia,"Rice, paddy",2010,50153,2702,1597,27.55,Low
15078,Indonesia,"Rice, paddy",2011,49802,2702,1597,25.38,Low
15079,Indonesia,"Rice, paddy",2011,49802,2702,1597,27.24,Low
15080,Indonesia,"Rice, paddy",2011,49802,2702,1597,27.19,Low
15081,Indonesia,"Rice, paddy",2011,49802,2702,1597,27.39,Low
15082,Indonesia,"Rice, paddy",2011,49802,2702,1597,26.63,Low
15083,Indonesia,"Rice, paddy",2011,49802,2702,1597,27.19,Low
15084,Indonesia,"Rice, paddy",2012,51360,2702,1597,25.59,Low
15085,Indonesia,"Rice, paddy",2012,51360,2702,1597,27.36,Low
15086,Indonesia,"Rice, paddy",2012,51360,2702,1597,27.37,Low
15087,Indonesia,"Rice, paddy",2012,51360,2702,1597,27.49,Low
15088,Indonesia,"Rice, paddy",2012,51360,2702,1597,26.87,Low
15089,Indonesia,"Rice, paddy",2012,51360,2702,1597,27.48,Low
15090,Indonesia,"Rice, paddy",2013,51520,2702,1597,25.48,Low
15091,Indonesia,"Rice, paddy",2013,51520,2702,1597,27.37,Low
15092,Indonesia,"Rice, paddy",2013,51520,2702,1597,27.88,Low
15093,Indonesia,"Rice, paddy",2013,51520,2702,1597,27.34,Low
15094,Indonesia,"Rice, paddy",2013,51520,2702,1597,26.72,Low
15095,Indonesia,"Rice, paddy",2013,51520,2702,1597,27.3,Low
15096,Indonesia,Soybeans,1990,11149,2702,2432,25.37,Low
15097,Indonesia,Soybeans,1990,11149,2702,2432,27.05,Low
15098,Indonesia,Soybeans,1990,11149,2702,2432,27.11,Low
15099,Indonesia,Soybeans,1990,11149,2702,2432,27.18,Low
15100,Indonesia,Soybeans,1990,11149,2702,2432,26.79,Low
15101,Indonesia,Soybeans,1990,11149,2702,2432,27.47,Low
15102,Indonesia,Soybeans,1991,11369,2702,3259,25.27,Low
15103,Indonesia,Soybeans,1991,11369,2702,3259,27.04,Low
15104,Indonesia,Soybeans,1991,11369,2702,3259,26.92,Low
15105,Indonesia,Soybeans,1991,11369,2702,3259,27.05,Low
15106,Indonesia,Soybeans,1991,11369,2702,3259,26.61,Low
15107,Indonesia,Soybeans,1991,11369,2702,3259,27.21,Low
15108,Indonesia,Soybeans,1992,11230,2702,825,25.17,Low
15109,Indonesia,Soybeans,1992,11230,2702,825,26.96,Low
15110,Indonesia,Soybeans,1992,11230,2702,825,27.01,Low
15111,Indonesia,Soybeans,1992,11230,2702,825,27.2,Low
15112,Indonesia,Soybeans,1992,11230,2702,825,26.72,Low
15113,Indonesia,Soybeans,1992,11230,2702,825,27.4,Low
15114,Indonesia,Soybeans,1993,11621,2702,1597,25.46,Low
15115,Indonesia,Soybeans,1993,11621,2702,1597,27.04,Low
15116,Indonesia,Soybeans,1993,11621,2702,1597,26.9,Low
15117,Indonesia,Soybeans,1993,11621,2702,1597,27.21,Low
15118,Indonesia,Soybeans,1993,11621,2702,1597,26.88,Low
15119,Indonesia,Soybeans,1993,11621,2702,1597,27.51,Low
15120,Indonesia,Soybeans,1994,11123,2702,1597,25.21,Low
15121,Indonesia,Soybeans,1994,11123,2702,1597,27.12,Low
15122,Indonesia,Soybeans,1994,11123,2702,1597,26.97,Low
15123,Indonesia,Soybeans,1994,11123,2702,1597,27.34,Low
15124,Indonesia,Soybeans,1994,11123,2702,1597,26.56,Low
15125,Indonesia,Soybeans,1994,11123,2702,1597,27.18,Low
15126,Indonesia,Soybeans,1995,11371,2702,1597,25.46,Low
15127,Indonesia,Soybeans,1995,11371,2702,1597,27.15,Low
15128,Indonesia,Soybeans,1995,11371,2702,1597,27.08,Low
15129,Indonesia,Soybeans,1995,11371,2702,1597,27.28,Low
15130,Indonesia,Soybeans,1995,11371,2702,1597,26.74,Low
15131,Indonesia,Soybeans,1995,11371,2702,1597,27.32,Low
15132,Indonesia,Soybeans,1996,11915,2702,1597,25.41,Low
15133,Indonesia,Soybeans,1996,11915,2702,1597,27.07,Low
15134,Indonesia,Soybeans,1996,11915,2702,1597,27,Low
15135,Indonesia,Soybeans,1996,11915,2702,1597,27.2,Low
15136,Indonesia,Soybeans,1996,11915,2702,1597,26.83,Low
15137,Indonesia,Soybeans,1996,11915,2702,1597,27.53,Low
15138,Indonesia,Soybeans,1997,12125,2702,1597,25.52,Low
15139,Indonesia,Soybeans,1997,12125,2702,1597,27.37,Low
15140,Indonesia,Soybeans,1997,12125,2702,1597,27.26,Low
15141,Indonesia,Soybeans,1997,12125,2702,1597,27.62,Low
15142,Indonesia,Soybeans,1997,12125,2702,1597,26.83,Low
15143,Indonesia,Soybeans,1997,12125,2702,1597,27.46,Low
15144,Indonesia,Soybeans,1998,11923,2702,1597,25.81,Low
15145,Indonesia,Soybeans,1998,11923,2702,1597,27.58,Low
15146,Indonesia,Soybeans,1998,11923,2702,1597,27.72,Low
15147,Indonesia,Soybeans,1998,11923,2702,1597,27.77,Low
15148,Indonesia,Soybeans,1998,11923,2702,1597,27.28,Low
15149,Indonesia,Soybeans,1998,11923,2702,1597,27.9,Low
15150,Indonesia,Soybeans,1999,12013,2702,1597,25.26,Low
15151,Indonesia,Soybeans,1999,12013,2702,1597,27.01,Low
15152,Indonesia,Soybeans,1999,12013,2702,1597,26.82,Low
15153,Indonesia,Soybeans,1999,12013,2702,1597,27.17,Low
