Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,category
Lesotho,Potatoes,1990,176905.0,788.0,0.3,14.48,Medium
Lesotho,Potatoes,1991,156250.0,788.0,0.3,14.66,Low
Lesotho,Potatoes,1992,148649.0,788.0,0.3,15.16,Low
Lesotho,Potatoes,1993,150000.0,788.0,0.3,14.95,Low
Lesotho,Potatoes,1994,155556.0,788.0,0.3,14.22,Low
Lesotho,Potatoes,1995,156169.0,788.0,0.3,14.55,Low
Lesotho,Potatoes,1996,157202.0,788.0,0.3,13.93,Low
Lesotho,Potatoes,1997,159574.0,788.0,0.3,14.28,Low
Lesotho,Potatoes,1998,160000.0,788.0,0.3,14.81,Low
Lesotho,Potatoes,1999,163462.0,788.0,0.3,15.34,Low
Lesotho,Potatoes,2000,164151.0,788.0,0.3,14.37,Low
Lesotho,Potatoes,2001,162963.0,788.0,0.3,14.62,Low
Lesotho,Potatoes,2002,162858.0,788.0,0.3,14.69,Low
Lesotho,Potatoes,2004,163654.0,788.0,0.3,14.91,Low
Lesotho,Potatoes,2005,164086.0,788.0,0.53,14.89,Low
Lesotho,Potatoes,2006,164720.0,788.0,5.25,14.18,Low
Lesotho,Potatoes,2007,166071.0,788.0,35.27,14.81,Low
Lesotho,Potatoes,2008,166379.0,788.0,37.44,14.74,Low
Lesotho,Potatoes,2009,159649.0,788.0,77.7,14.62,Low
Lesotho,Potatoes,2010,165000.0,788.0,80.07,15.23,Low
Lesotho,Potatoes,2011,164706.0,788.0,175.27,14.32,Low
Lesotho,Potatoes,2012,164286.0,788.0,271.84,14.62,Low
Lesotho,Potatoes,2013,173611.0,788.0,62.32,14.03,Medium
Lesotho,Sorghum,1990,10112.0,788.0,0.3,14.48,Low
Lesotho,Sorghum,1991,5399.0,788.0,0.3,14.66,Low
Lesotho,Sorghum,1992,6123.0,788.0,0.3,15.16,Low
Lesotho,Sorghum,1993,12704.0,788.0,0.3,14.95,Low
Lesotho,Sorghum,1994,8756.0,788.0,0.3,14.22,Low
Lesotho,Sorghum,1995,8028.0,788.0,0.3,14.55,Low
Lesotho,Sorghum,1996,8591.0,788.0,0.3,13.93,Low
Lesotho,Sorghum,1997,8056.0,788.0,0.3,14.28,Low
Lesotho,Sorghum,1998,14763.0,788.0,0.3,14.81,Low
Lesotho,Sorghum,1999,11089.0,788.0,0.3,15.34,Low
Lesotho,Sorghum,2000,10378.0,788.0,0.3,14.37,Low
Lesotho,Sorghum,2001,8640.0,788.0,0.3,14.62,Low
Lesotho,Sorghum,2002,4225.0,788.0,0.3,14.69,Low
Lesotho,Sorghum,2004,3933.0,788.0,0.3,14.91,Low
Lesotho,Sorghum,2005,6240.0,788.0,0.53,14.89,Low
Lesotho,Sorghum,2006,3290.0,788.0,5.25,14.18,Low
Lesotho,Sorghum,2007,2436.0,788.0,35.27,14.81,Low
Lesotho,Sorghum,2008,2866.0,788.0,37.44,14.74,Low
Lesotho,Sorghum,2009,5773.0,788.0,77.7,14.62,Low
Lesotho,Sorghum,2010,7189.0,788.0,80.07,15.23,Low
Lesotho,Sorghum,2011,5092.0,788.0,175.27,14.32,Low
Lesotho,Sorghum,2012,1343.0,788.0,271.84,14.62,Low
Lesotho,Sorghum,2013,3051.0,788.0,62.32,14.03,Low
Lesotho,Wheat,1990,8118.0,788.0,0.3,14.48,Low
Lesotho,Wheat,1991,1959.0,788.0,0.3,14.66,Low
Lesotho,Wheat,1992,8580.0,788.0,0.3,15.16,Low
Lesotho,Wheat,1993,7330.0,788.0,0.3,14.95,Low
Lesotho,Wheat,1994,4199.0,788.0,0.3,14.22,Low
Lesotho,Wheat,1995,6166.0,788.0,0.3,14.55,Low
Lesotho,Wheat,1996,14108.0,788.0,0.3,13.93,Low
Lesotho,Wheat,1997,16291.0,788.0,0.3,14.28,Low
Lesotho,Wheat,1998,14810.0,788.0,0.3,14.81,Low
Lesotho,Wheat,1999,7388.0,788.0,0.3,15.34,Low
Lesotho,Wheat,2000,6547.0,788.0,0.3,14.37,Low
Lesotho,Wheat,2001,20515.0,788.0,0.3,14.62,Low
Lesotho,Wheat,2002,7172.0,788.0,0.3,14.69,Low
Lesotho,Wheat,2004,6401.0,788.0,0.3,14.91,Low
Lesotho,Wheat,2005,7234.0,788.0,0.53,14.89,Low
Lesotho,Wheat,2006,2685.0,788.0,5.25,14.18,Low
Lesotho,Wheat,2007,4316.0,788.0,35.27,14.81,Low
Lesotho,Wheat,2008,2415.0,788.0,37.44,14.74,Low
Lesotho,Wheat,2009,3473.0,788.0,77.7,14.62,Low
Lesotho,Wheat,2010,14693.0,788.0,80.07,15.23,Low
Lesotho,Wheat,2011,9965.0,788.0,175.27,14.32,Low
Lesotho,Wheat,2012,8641.0,788.0,271.84,14.62,Low
Lesotho,Wheat,2013,12345.0,788.0,62.32,14.03,Low
Libya,Maize,1990,10000.0,56.0,87.0,19.6,Low
Libya,Maize,1990,10000.0,56.0,87.0,20.53,Low
Libya,Maize,1991,12417.0,56.0,87.0,18.96,Low
Libya,Maize,1991,12417.0,56.0,87.0,19.47,Low
Libya,Maize,1992,12627.0,56.0,87.0,19.03,Low
Libya,Maize,1992,12627.0,56.0,87.0,19.67,Low
Libya,Maize,1993,12878.0,56.0,87.0,19.51,Low
Libya,Maize,1993,12878.0,56.0,87.0,20.12,Low
Libya,Maize,1994,12387.0,56.0,87.0,19.86,Low
Libya,Maize,1994,12387.0,56.0,87.0,20.55,Low
Libya,Maize,1995,13239.0,56.0,87.0,19.47,Low
Libya,Maize,1995,13239.0,56.0,87.0,20.03,Low
Libya,Maize,1996,10526.0,56.0,87.0,19.24,Low
Libya,Maize,1996,10526.0,56.0,87.0,20.21,Low
Libya,Maize,1997,17500.0,56.0,255.0,19.3,Low
Libya,Maize,1997,17500.0,56.0,255.0,20.32,Low
Libya,Maize,1998,18000.0,56.0,1262.38,19.75,Low
Libya,Maize,1998,18000.0,56.0,1262.38,20.24,Low
Libya,Maize,1999,20000.0,56.0,2269.75,20.27,Low
Libya,Maize,1999,20000.0,56.0,2269.75,21.08,Low
Libya,Maize,2000,28900.0,56.0,3277.13,19.59,Low
Libya,Maize,2000,28900.0,56.0,3277.13,20.37,Low
Libya,Maize,2001,20000.0,56.0,4284.5,20.09,Low
Libya,Maize,2001,20000.0,56.0,4284.5,21.1,Low
Libya,Maize,2002,15000.0,56.0,5291.88,19.96,Low
Libya,Maize,2002,15000.0,56.0,5291.88,20.73,Low
Libya,Maize,2004,24000.0,56.0,7306.63,19.76,Low
Libya,Maize,2004,24000.0,56.0,7306.63,20.46,Low
Libya,Maize,2005,24000.0,56.0,8314.0,19.48,Low
Libya,Maize,2005,24000.0,56.0,8314.0,20.28,Low
Libya,Maize,2006,22246.0,56.0,4847.0,19.48,Low
Libya,Maize,2006,22246.0,56.0,4847.0,20.64,Low
Libya,Maize,2007,22246.0,56.0,3170.0,19.87,Low
Libya,Maize,2007,22246.0,56.0,3170.0,20.68,Low
Libya,Maize,2008,22129.0,56.0,3824.0,20.17,Low
Libya,Maize,2008,22129.0,56.0,3824.0,20.61,Low
Libya,Maize,2009,24790.0,56.0,6046.0,19.93,Low
Libya,Maize,2009,24790.0,56.0,6046.0,20.54,Low
Libya,Maize,2010,19333.0,56.0,3548.0,20.51,Low
Libya,Maize,2010,19333.0,56.0,3548.0,21.17,Low
Libya,Maize,2011,21419.0,56.0,3548.0,19.44,Low
Libya,Maize,2011,21419.0,56.0,3548.0,20.29,Low
Libya,Maize,2012,21613.0,56.0,3548.0,20.01,Low
Libya,Maize,2012,21613.0,56.0,3548.0,20.81,Low
Libya,Maize,2013,20000.0,56.0,3548.0,19.93,Low
Libya,Maize,2013,20000.0,56.0,3548.0,20.78,Low
Libya,Potatoes,1990,80556.0,56.0,87.0,19.6,Low
Libya,Potatoes,1990,80556.0,56.0,87.0,20.53,Low
Libya,Potatoes,1991,81319.0,56.0,87.0,18.96,Low
Libya,Potatoes,1991,81319.0,56.0,87.0,19.47,Low
Libya,Potatoes,1992,78947.0,56.0,87.0,19.03,Low
Libya,Potatoes,1992,78947.0,56.0,87.0,19.67,Low
Libya,Potatoes,1993,85822.0,56.0,87.0,19.51,Low
Libya,Potatoes,1993,85822.0,56.0,87.0,20.12,Low
Libya,Potatoes,1994,116667.0,56.0,87.0,19.86,Low
Libya,Potatoes,1994,116667.0,56.0,87.0,20.55,Low
Libya,Potatoes,1995,165267.0,56.0,87.0,19.47,Low
Libya,Potatoes,1995,165267.0,56.0,87.0,20.03,Low
Libya,Potatoes,1996,187273.0,56.0,87.0,19.24,Medium
Libya,Potatoes,1996,187273.0,56.0,87.0,20.21,Medium
Libya,Potatoes,1997,174212.0,56.0,255.0,19.3,Medium
Libya,Potatoes,1997,174212.0,56.0,255.0,20.32,Medium
Libya,Potatoes,1998,180000.0,56.0,1262.38,19.75,Medium
Libya,Potatoes,1998,180000.0,56.0,1262.38,20.24,Medium
Libya,Potatoes,1999,249910.0,56.0,2269.75,20.27,Medium
Libya,Potatoes,1999,249910.0,56.0,2269.75,21.08,Medium
Libya,Potatoes,2000,200000.0,56.0,3277.13,19.59,Medium
Libya,Potatoes,2000,200000.0,56.0,3277.13,20.37,Medium
Libya,Potatoes,2001,195000.0,56.0,4284.5,20.09,Medium
Libya,Potatoes,2001,195000.0,56.0,4284.5,21.1,Medium
Libya,Potatoes,2002,195000.0,56.0,5291.88,19.96,Medium
Libya,Potatoes,2002,195000.0,56.0,5291.88,20.73,Medium
Libya,Potatoes,2004,195000.0,56.0,7306.63,19.76,Medium
Libya,Potatoes,2004,195000.0,56.0,7306.63,20.46,Medium
Libya,Potatoes,2005,157629.0,56.0,8314.0,19.48,Low
Libya,Potatoes,2005,157629.0,56.0,8314.0,20.28,Low
Libya,Potatoes,2006,195440.0,56.0,4847.0,19.48,Medium
Libya,Potatoes,2006,195440.0,56.0,4847.0,20.64,Medium
Libya,Potatoes,2007,193333.0,56.0,3170.0,19.87,Medium
Libya,Potatoes,2007,193333.0,56.0,3170.0,20.68,Medium
Libya,Potatoes,2008,193333.0,56.0,3824.0,20.17,Medium
Libya,Potatoes,2008,193333.0,56.0,3824.0,20.61,Medium
Libya,Potatoes,2009,194380.0,56.0,6046.0,19.93,Medium
Libya,Potatoes,2009,194380.0,56.0,6046.0,20.54,Medium
Libya,Potatoes,2010,193849.0,56.0,3548.0,20.51,Medium
Libya,Potatoes,2010,193849.0,56.0,3548.0,21.17,Medium
Libya,Potatoes,2011,189247.0,56.0,3548.0,19.44,Medium
Libya,Potatoes,2011,189247.0,56.0,3548.0,20.29,Medium
Libya,Potatoes,2012,189474.0,56.0,3548.0,20.01,Medium
Libya,Potatoes,2012,189474.0,56.0,3548.0,20.81,Medium
Libya,Potatoes,2013,196667.0,56.0,3548.0,19.93,Medium
Libya,Potatoes,2013,196667.0,56.0,3548.0,20.78,Medium
Libya,Wheat,1990,12317.0,56.0,87.0,19.6,Low
Libya,Wheat,1990,12317.0,56.0,87.0,20.53,Low
Libya,Wheat,1991,12381.0,56.0,87.0,18.96,Low
Libya,Wheat,1991,12381.0,56.0,87.0,19.47,Low
Libya,Wheat,1992,10015.0,56.0,87.0,19.03,Low
Libya,Wheat,1992,10015.0,56.0,87.0,19.67,Low
Libya,Wheat,1993,8400.0,56.0,87.0,19.51,Low
Libya,Wheat,1993,8400.0,56.0,87.0,20.12,Low
Libya,Wheat,1994,7742.0,56.0,87.0,19.86,Low
Libya,Wheat,1994,7742.0,56.0,87.0,20.55,Low
Libya,Wheat,1995,7313.0,56.0,87.0,19.47,Low
Libya,Wheat,1995,7313.0,56.0,87.0,20.03,Low
Libya,Wheat,1996,7294.0,56.0,87.0,19.24,Low
Libya,Wheat,1996,7294.0,56.0,87.0,20.21,Low
Libya,Wheat,1997,10090.0,56.0,255.0,19.3,Low
Libya,Wheat,1997,10090.0,56.0,255.0,20.32,Low
Libya,Wheat,1998,8750.0,56.0,1262.38,19.75,Low
Libya,Wheat,1998,8750.0,56.0,1262.38,20.24,Low
Libya,Wheat,1999,7879.0,56.0,2269.75,20.27,Low
Libya,Wheat,1999,7879.0,56.0,2269.75,21.08,Low
Libya,Wheat,2000,8085.0,56.0,3277.13,19.59,Low
Libya,Wheat,2000,8085.0,56.0,3277.13,20.37,Low
Libya,Wheat,2001,7974.0,56.0,4284.5,20.09,Low
Libya,Wheat,2001,7974.0,56.0,4284.5,21.1,Low
Libya,Wheat,2002,7966.0,56.0,5291.88,19.96,Low
Libya,Wheat,2002,7966.0,56.0,5291.88,20.73,Low
Libya,Wheat,2004,7841.0,56.0,7306.63,19.76,Low
Libya,Wheat,2004,7841.0,56.0,7306.63,20.46,Low
Libya,Wheat,2005,7576.0,56.0,8314.0,19.48,Low
Libya,Wheat,2005,7576.0,56.0,8314.0,20.28,Low
Libya,Wheat,2006,7879.0,56.0,4847.0,19.48,Low
Libya,Wheat,2006,7879.0,56.0,4847.0,20.64,Low
Libya,Wheat,2007,7879.0,56.0,3170.0,19.87,Low
Libya,Wheat,2007,7879.0,56.0,3170.0,20.68,Low
Libya,Wheat,2008,7879.0,56.0,3824.0,20.17,Low
Libya,Wheat,2008,7879.0,56.0,3824.0,20.61,Low
Libya,Wheat,2009,7895.0,56.0,6046.0,19.93,Low
Libya,Wheat,2009,7895.0,56.0,6046.0,20.54,Low
Libya,Wheat,2010,7717.0,56.0,3548.0,20.51,Low
Libya,Wheat,2010,7717.0,56.0,3548.0,21.17,Low
Libya,Wheat,2011,7784.0,56.0,3548.0,19.44,Low
Libya,Wheat,2011,7784.0,56.0,3548.0,20.29,Low
Libya,Wheat,2012,7958.0,56.0,3548.0,20.01,Low
Libya,Wheat,2012,7958.0,56.0,3548.0,20.81,Low
Libya,Wheat,2013,7955.0,56.0,3548.0,19.93,Low
Libya,Wheat,2013,7955.0,56.0,3548.0,20.78,Low
Lithuania,Maize,1992,13710.0,656.0,1380.0,7.04,Low
Lithuania,Maize,1993,13833.0,656.0,936.0,5.79,Low
Lithuania,Maize,1994,13956.0,656.0,713.0,6.3,Low
Lithuania,Maize,1995,14079.0,656.0,737.0,6.68,Low
Lithuania,Maize,1996,14201.0,656.0,979.0,5.09,Low
Lithuania,Maize,1997,14708.0,656.0,928.0,6.29,Low
Lithuania,Maize,1998,16062.0,656.0,812.0,6.27,Low
Lithuania,Maize,1999,17416.0,656.0,695.0,7.31,Low
Lithuania,Maize,2000,18464.0,656.0,688.06,7.69,Low
Lithuania,Maize,2001,22277.0,656.0,726.09,6.75,Low
Lithuania,Maize,2002,28621.0,656.0,792.6,7.26,Low
Lithuania,Maize,2004,21429.0,656.0,1023.6,6.43,Low
Lithuania,Maize,2005,30625.0,656.0,1048.5,6.5,Low
Lithuania,Maize,2006,23500.0,656.0,1197.0,6.98,Low
Lithuania,Maize,2007,48148.0,656.0,2722.82,7.44,Low
Lithuania,Maize,2008,42105.0,656.0,2722.55,7.84,Low
Lithuania,Maize,2009,43273.0,656.0,2748.8,6.7,Low
Lithuania,Maize,2010,66901.0,656.0,1803.77,6.14,Low
Lithuania,Maize,2011,74896.0,656.0,2062.34,7.32,Low
Lithuania,Maize,2012,61085.0,656.0,2559.9,6.31,Low
Lithuania,Maize,2013,73953.0,656.0,2515.69,7.42,Low
Lithuania,Potatoes,1992,94916.0,656.0,1380.0,7.04,Low
Lithuania,Potatoes,1993,145414.0,656.0,936.0,5.79,Low
Lithuania,Potatoes,1994,94112.0,656.0,713.0,6.3,Low
Lithuania,Potatoes,1995,127992.0,656.0,737.0,6.68,Low
Lithuania,Potatoes,1996,163152.0,656.0,979.0,5.09,Low
Lithuania,Potatoes,1997,150974.0,656.0,928.0,6.29,Low
Lithuania,Potatoes,1998,135771.0,656.0,812.0,6.27,Low
Lithuania,Potatoes,1999,141049.0,656.0,695.0,7.31,Low
Lithuania,Potatoes,2000,163916.0,656.0,688.06,7.69,Low
Lithuania,Potatoes,2001,102868.0,656.0,726.09,6.75,Low
Lithuania,Potatoes,2002,154365.0,656.0,792.6,7.26,Low
Lithuania,Potatoes,2004,128802.0,656.0,1023.6,6.43,Low
Lithuania,Potatoes,2005,120987.0,656.0,1048.5,6.5,Low
Lithuania,Potatoes,2006,79083.0,656.0,1197.0,6.98,Low
Lithuania,Potatoes,2007,109110.0,656.0,2722.82,7.44,Low
Lithuania,Potatoes,2008,148017.0,656.0,2722.55,7.84,Low
Lithuania,Potatoes,2009,142167.0,656.0,2748.8,6.7,Low
Lithuania,Potatoes,2010,130301.0,656.0,1803.77,6.14,Low
Lithuania,Potatoes,2011,155889.0,656.0,2062.34,7.32,Low
Lithuania,Potatoes,2012,170776.0,656.0,2559.9,6.31,Medium
Lithuania,Potatoes,2013,148606.0,656.0,2515.69,7.42,Low
Lithuania,Wheat,1992,29411.0,656.0,1380.0,7.04,Low
Lithuania,Wheat,1993,23718.0,656.0,936.0,5.79,Low
Lithuania,Wheat,1994,20348.0,656.0,713.0,6.3,Low
Lithuania,Wheat,1995,24455.0,656.0,737.0,6.68,Low
Lithuania,Wheat,1996,26926.0,656.0,979.0,5.09,Low
Lithuania,Wheat,1997,30016.0,656.0,928.0,6.29,Low
Lithuania,Wheat,1998,28671.0,656.0,812.0,6.27,Low
Lithuania,Wheat,1999,26098.0,656.0,695.0,7.31,Low
Lithuania,Wheat,2000,33413.0,656.0,688.06,7.69,Low
Lithuania,Wheat,2001,30559.0,656.0,726.09,6.75,Low
Lithuania,Wheat,2002,36335.0,656.0,792.6,7.26,Low
Lithuania,Wheat,2004,40276.0,656.0,1023.6,6.43,Low
Lithuania,Wheat,2005,37332.0,656.0,1048.5,6.5,Low
Lithuania,Wheat,2006,23554.0,656.0,1197.0,6.98,Low
Lithuania,Wheat,2007,39219.0,656.0,2722.82,7.44,Low
Lithuania,Wheat,2008,42689.0,656.0,2722.55,7.84,Low
Lithuania,Wheat,2009,42004.0,656.0,2748.8,6.7,Low
Lithuania,Wheat,2010,33045.0,656.0,1803.77,6.14,Low
Lithuania,Wheat,2011,33919.0,656.0,2062.34,7.32,Low
Lithuania,Wheat,2012,47829.0,656.0,2559.9,6.31,Low
Lithuania,Wheat,2013,43022.0,656.0,2515.69,7.42,Low
Madagascar,Cassava,1990,66512.0,1513.0,128.41,19.62,Low
Madagascar,Cassava,1991,66523.0,1513.0,131.0,19.79,Low
Madagascar,Cassava,1992,67059.0,1513.0,101.06,19.76,Low
Madagascar,Cassava,1993,67718.0,1513.0,109.41,19.95,Low
Madagascar,Cassava,1994,67429.0,1513.0,76.15,19.96,Low
Madagascar,Cassava,1995,68867.0,1513.0,73.08,19.96,Low
Madagascar,Cassava,1996,67441.0,1513.0,152.01,19.71,Low
Madagascar,Cassava,1997,67542.0,1513.0,139.89,19.97,Low
Madagascar,Cassava,1998,67000.0,1513.0,88.26,20.11,Low
Madagascar,Cassava,1999,69994.0,1513.0,49.52,19.82,Low
Madagascar,Cassava,2000,70036.0,1513.0,130.46,19.65,Low
Madagascar,Cassava,2001,71320.0,1513.0,87.59,20.12,Low
Madagascar,Cassava,2002,67157.0,1513.0,240.84,20.14,Low
Madagascar,Cassava,2004,55178.0,1513.0,68.01,19.87,Low
Madagascar,Cassava,2005,76239.0,1513.0,114.51,20.05,Low
Madagascar,Cassava,2006,76035.0,1513.0,109.39,20.09,Low
Madagascar,Cassava,2007,75811.0,1513.0,93.88,20.02,Low
Madagascar,Cassava,2008,76713.0,1513.0,112.11,19.79,Low
Madagascar,Cassava,2009,75058.0,1513.0,143.9,20.13,Low
Madagascar,Cassava,2010,74144.0,1513.0,241.89,20.31,Low
Madagascar,Cassava,2011,73945.0,1513.0,310.36,20.33,Low
Madagascar,Cassava,2012,76214.0,1513.0,377.71,19.78,Low
Madagascar,Cassava,2013,77707.0,1513.0,507.94,19.34,Low
Madagascar,Maize,1990,9848.0,1513.0,128.41,19.62,Low
Madagascar,Maize,1991,9667.0,1513.0,131.0,19.79,Low
Madagascar,Maize,1992,8125.0,1513.0,101.06,19.76,Low
Madagascar,Maize,1993,8972.0,1513.0,109.41,19.95,Low
Madagascar,Maize,1994,9451.0,1513.0,76.15,19.96,Low
Madagascar,Maize,1995,9628.0,1513.0,73.08,19.96,Low
Madagascar,Maize,1996,9299.0,1513.0,152.01,19.71,Low
Madagascar,Maize,1997,9368.0,1513.0,139.89,19.97,Low
Madagascar,Maize,1998,8306.0,1513.0,88.26,20.11,Low
Madagascar,Maize,1999,9162.0,1513.0,49.52,19.82,Low
Madagascar,Maize,2000,8838.0,1513.0,130.46,19.65,Low
Madagascar,Maize,2001,9290.0,1513.0,87.59,20.12,Low
Madagascar,Maize,2002,8845.0,1513.0,240.84,20.14,Low
Madagascar,Maize,2004,17779.0,1513.0,68.01,19.87,Low
Madagascar,Maize,2005,15464.0,1513.0,114.51,20.05,Low
Madagascar,Maize,2006,15891.0,1513.0,109.39,20.09,Low
Madagascar,Maize,2007,16191.0,1513.0,93.88,20.02,Low
Madagascar,Maize,2008,16569.0,1513.0,112.11,19.79,Low
Madagascar,Maize,2009,16225.0,1513.0,143.9,20.13,Low
Madagascar,Maize,2010,15577.0,1513.0,241.89,20.31,Low
Madagascar,Maize,2011,15490.0,1513.0,310.36,20.33,Low
Madagascar,Maize,2012,16290.0,1513.0,377.71,19.78,Low
Madagascar,Maize,2013,16288.0,1513.0,507.94,19.34,Low
Madagascar,Potatoes,1990,69744.0,1513.0,128.41,19.62,Low
Madagascar,Potatoes,1991,55983.0,1513.0,131.0,19.79,Low
Madagascar,Potatoes,1992,56560.0,1513.0,101.06,19.76,Low
Madagascar,Potatoes,1993,56429.0,1513.0,109.41,19.95,Low
Madagascar,Potatoes,1994,58442.0,1513.0,76.15,19.96,Low
Madagascar,Potatoes,1995,56853.0,1513.0,73.08,19.96,Low
Madagascar,Potatoes,1996,57166.0,1513.0,152.01,19.71,Low
Madagascar,Potatoes,1997,57377.0,1513.0,139.89,19.97,Low
Madagascar,Potatoes,1998,57377.0,1513.0,88.26,20.11,Low
Madagascar,Potatoes,1999,59388.0,1513.0,49.52,19.82,Low
Madagascar,Potatoes,2000,58269.0,1513.0,130.46,19.65,Low
Madagascar,Potatoes,2001,59661.0,1513.0,87.59,20.12,Low
Madagascar,Potatoes,2002,59621.0,1513.0,240.84,20.14,Low
Madagascar,Potatoes,2004,56139.0,1513.0,68.01,19.87,Low
Madagascar,Potatoes,2005,58561.0,1513.0,114.51,20.05,Low
Madagascar,Potatoes,2006,58565.0,1513.0,109.39,20.09,Low
Madagascar,Potatoes,2007,59881.0,1513.0,93.88,20.02,Low
Madagascar,Potatoes,2008,59912.0,1513.0,112.11,19.79,Low
Madagascar,Potatoes,2009,59915.0,1513.0,143.9,20.13,Low
Madagascar,Potatoes,2010,58940.0,1513.0,241.89,20.31,Low
Madagascar,Potatoes,2011,58963.0,1513.0,310.36,20.33,Low
Madagascar,Potatoes,2012,59267.0,1513.0,377.71,19.78,Low
Madagascar,Potatoes,2013,59375.0,1513.0,507.94,19.34,Low
Madagascar,"Rice, paddy",1990,20773.0,1513.0,128.41,19.62,Low
Madagascar,"Rice, paddy",1991,20546.0,1513.0,131.0,19.79,Low
Madagascar,"Rice, paddy",1992,20869.0,1513.0,101.06,19.76,Low
Madagascar,"Rice, paddy",1993,20782.0,1513.0,109.41,19.95,Low
Madagascar,"Rice, paddy",1994,20694.0,1513.0,76.15,19.96,Low
Madagascar,"Rice, paddy",1995,21304.0,1513.0,73.08,19.96,Low
Madagascar,"Rice, paddy",1996,21930.0,1513.0,152.01,19.71,Low
Madagascar,"Rice, paddy",1997,21737.0,1513.0,139.89,19.97,Low
Madagascar,"Rice, paddy",1998,20341.0,1513.0,88.26,20.11,Low
Madagascar,"Rice, paddy",1999,21284.0,1513.0,49.52,19.82,Low
Madagascar,"Rice, paddy",2000,20512.0,1513.0,130.46,19.65,Low
Madagascar,"Rice, paddy",2001,21956.0,1513.0,87.59,20.12,Low
Madagascar,"Rice, paddy",2002,21414.0,1513.0,240.84,20.14,Low
Madagascar,"Rice, paddy",2004,24475.0,1513.0,68.01,19.87,Low
Madagascar,"Rice, paddy",2005,27140.0,1513.0,114.51,20.05,Low
Madagascar,"Rice, paddy",2006,27667.0,1513.0,109.39,20.09,Low
Madagascar,"Rice, paddy",2007,28268.0,1513.0,93.88,20.02,Low
Madagascar,"Rice, paddy",2008,30495.0,1513.0,112.11,19.79,Low
Madagascar,"Rice, paddy",2009,35056.0,1513.0,143.9,20.13,Low
Madagascar,"Rice, paddy",2010,36249.0,1513.0,241.89,20.31,Low
Madagascar,"Rice, paddy",2011,37806.0,1513.0,310.36,20.33,Low
Madagascar,"Rice, paddy",2012,37661.0,1513.0,377.71,19.78,Low
Madagascar,"Rice, paddy",2013,39449.0,1513.0,507.94,19.34,Low
Madagascar,Sorghum,1990,5969.0,1513.0,128.41,19.62,Low
Madagascar,Sorghum,1991,7020.0,1513.0,131.0,19.79,Low
Madagascar,Sorghum,1992,6982.0,1513.0,101.06,19.76,Low
Madagascar,Sorghum,1993,6945.0,1513.0,109.41,19.95,Low
Madagascar,Sorghum,1994,6907.0,1513.0,76.15,19.96,Low
Madagascar,Sorghum,1995,6870.0,1513.0,73.08,19.96,Low
Madagascar,Sorghum,1996,6832.0,1513.0,152.01,19.71,Low
Madagascar,Sorghum,1997,6795.0,1513.0,139.89,19.97,Low
Madagascar,Sorghum,1998,6757.0,1513.0,88.26,20.11,Low
Madagascar,Sorghum,1999,6720.0,1513.0,49.52,19.82,Low
Madagascar,Sorghum,2000,6683.0,1513.0,130.46,19.65,Low
Madagascar,Sorghum,2001,6645.0,1513.0,87.59,20.12,Low
Madagascar,Sorghum,2002,6608.0,1513.0,240.84,20.14,Low
Madagascar,Sorghum,2004,6469.0,1513.0,68.01,19.87,Low
Madagascar,Sorghum,2005,6367.0,1513.0,114.51,20.05,Low
Madagascar,Sorghum,2006,6266.0,1513.0,109.39,20.09,Low
Madagascar,Sorghum,2007,6164.0,1513.0,93.88,20.02,Low
Madagascar,Sorghum,2008,6063.0,1513.0,112.11,19.79,Low
Madagascar,Sorghum,2009,5961.0,1513.0,143.9,20.13,Low
Madagascar,Sorghum,2010,5972.0,1513.0,241.89,20.31,Low
Madagascar,Sorghum,2011,5886.0,1513.0,310.36,20.33,Low
Madagascar,Sorghum,2012,5870.0,1513.0,377.71,19.78,Low
Madagascar,Sorghum,2013,5652.0,1513.0,507.94,19.34,Low
Madagascar,Soybeans,1990,10417.0,1513.0,128.41,19.62,Low
Madagascar,Soybeans,1991,6349.0,1513.0,131.0,19.79,Low
Madagascar,Soybeans,1992,6320.0,1513.0,101.06,19.76,Low
Madagascar,Soybeans,1993,6292.0,1513.0,109.41,19.95,Low
Madagascar,Soybeans,1994,6264.0,1513.0,76.15,19.96,Low
Madagascar,Soybeans,1995,6236.0,1513.0,73.08,19.96,Low
Madagascar,Soybeans,1996,6208.0,1513.0,152.01,19.71,Low
Madagascar,Soybeans,1997,6180.0,1513.0,139.89,19.97,Low
Madagascar,Soybeans,1998,6152.0,1513.0,88.26,20.11,Low
Madagascar,Soybeans,1999,6124.0,1513.0,49.52,19.82,Low
Madagascar,Soybeans,2000,6096.0,1513.0,130.46,19.65,Low
Madagascar,Soybeans,2001,6068.0,1513.0,87.59,20.12,Low
Madagascar,Soybeans,2002,6040.0,1513.0,240.84,20.14,Low
Madagascar,Soybeans,2004,5990.0,1513.0,68.01,19.87,Low
Madagascar,Soybeans,2005,5968.0,1513.0,114.51,20.05,Low
Madagascar,Soybeans,2006,5946.0,1513.0,109.39,20.09,Low
Madagascar,Soybeans,2007,5924.0,1513.0,93.88,20.02,Low
Madagascar,Soybeans,2008,5902.0,1513.0,112.11,19.79,Low
Madagascar,Soybeans,2009,5880.0,1513.0,143.9,20.13,Low
